Emotion,Mood_Intensity,Sleep_Quality,Feedback,Age,Gender,Time_of_Day,Location,Weather,Activity,Frequency
Stressed,5,4,4,44,Male,Evening,Outdoors,Sunny,Relaxing,5.081072743
Stressed,1,10,4,59,Female,Night,Public Space,Sunny,Relaxing,5.157638922
Anxious,2,9,4,48,Male,Afternoon,Work,Sunny,Working,4.276810145
Stressed,1,6,1,38,Male,Afternoon,Outdoors,Snowy,Relaxing,5.091821766
Sad,3,6,4,47,Female,Morning,Home,Cloudy,Working,5.388006589
Sad,1,8,5,30,Female,Afternoon,Home,Snowy,Working,5.156556106
Stressed,5,7,1,42,Female,Afternoon,Public Space,Snowy,Working,5.198623022
Stressed,1,9,4,24,Male,Evening,Outdoors,Cloudy,Relaxing,4.501395892
Relaxed,4,4,4,60,Male,Morning,Outdoors,Sunny,Working,5.393787789
Happy,5,3,2,57,Male,Morning,Outdoors,Cloudy,Socializing,6.746991327
Anxious,2,4,3,52,Male,Morning,Home,Rainy,Exercising,4.011593115
Happy,1,9,3,63,Female,Evening,Public Space,Cloudy,Working,6.515156709
Stressed,5,3,4,62,Male,Evening,Public Space,Cloudy,Exercising,5.131393343
Happy,3,9,5,42,Male,Night,Work,Snowy,Socializing,6.436352764
Relaxed,4,3,5,45,Female,Night,Outdoors,Snowy,Relaxing,6.382677975
Relaxed,4,2,5,36,Male,Night,Home,Snowy,Socializing,6.387456554
Happy,3,1,5,38,Female,Night,Public Space,Sunny,Socializing,5.893998536
Happy,3,6,1,23,Male,Afternoon,Work,Snowy,Socializing,6.334773461
Stressed,4,3,2,31,Female,Afternoon,Home,Cloudy,Working,5.242056749
Sad,1,3,3,34,Male,Morning,Work,Cloudy,Socializing,5.257079619
Happy,3,6,3,22,Male,Evening,Outdoors,Rainy,Exercising,6.443897481
Stressed,5,10,3,46,Female,Evening,Work,Rainy,Socializing,5.053699764
Happy,2,1,4,19,Female,Evening,Public Space,Cloudy,Relaxing,5.869596594
Happy,3,5,5,42,Female,Afternoon,Public Space,Sunny,Working,6.702577099
Happy,4,8,2,39,Female,Evening,Work,Sunny,Exercising,6.19731445
Anxious,2,5,4,33,Female,Night,Work,Sunny,Exercising,4.006972698
Stressed,5,10,2,28,Female,Afternoon,Outdoors,Cloudy,Socializing,5.147316922
Stressed,5,1,1,32,Female,Morning,Work,Sunny,Socializing,4.727820969
Relaxed,5,10,5,18,Male,Morning,Public Space,Rainy,Exercising,5.721387177
Sad,3,2,1,53,Male,Afternoon,Home,Sunny,Socializing,4.782257551
Sad,2,3,2,46,Male,Night,Public Space,Rainy,Socializing,5.18645247
Anxious,2,3,2,36,Male,Morning,Home,Cloudy,Relaxing,3.691805093
Stressed,1,7,1,44,Male,Night,Outdoors,Sunny,Exercising,4.388289609
Happy,3,7,5,34,Male,Evening,Work,Snowy,Exercising,6.640010637
Relaxed,4,6,5,32,Female,Evening,Public Space,Snowy,Exercising,5.943638032
Anxious,1,7,4,44,Male,Morning,Home,Snowy,Exercising,4.605191091
Stressed,3,4,3,38,Male,Afternoon,Public Space,Rainy,Exercising,4.62858543
Anxious,3,5,3,61,Male,Morning,Outdoors,Sunny,Working,4.509352942
Sad,4,6,5,19,Male,Morning,Outdoors,Sunny,Exercising,5.69415061
Sad,4,8,4,61,Male,Morning,Work,Snowy,Working,5.049912667
Relaxed,1,2,1,30,Male,Morning,Public Space,Sunny,Working,5.736898711
Relaxed,4,3,3,26,Female,Evening,Home,Snowy,Relaxing,6.217475733
Anxious,4,8,2,61,Female,Afternoon,Outdoors,Cloudy,Socializing,4.262675831
Happy,3,9,5,35,Female,Evening,Work,Cloudy,Exercising,6.503536897
Relaxed,1,1,1,53,Male,Afternoon,Outdoors,Cloudy,Working,5.215313853
Sad,4,8,1,63,Male,Night,Outdoors,Cloudy,Exercising,5.2937872
Relaxed,1,5,1,20,Female,Evening,Work,Rainy,Relaxing,5.63717734
Anxious,3,1,1,47,Female,Afternoon,Outdoors,Cloudy,Working,4.126462513
Stressed,3,1,2,50,Female,Evening,Public Space,Snowy,Socializing,4.723032411
Happy,1,7,1,21,Female,Morning,Public Space,Sunny,Socializing,6.389140358
Happy,1,4,5,36,Male,Evening,Work,Cloudy,Socializing,6.312865461
Sad,2,6,1,53,Female,Evening,Outdoors,Sunny,Socializing,4.863124389
Relaxed,4,10,4,34,Male,Morning,Public Space,Rainy,Relaxing,6.239838015
Relaxed,4,10,1,39,Female,Evening,Home,Sunny,Exercising,6.003913467
Stressed,5,1,1,33,Female,Afternoon,Work,Cloudy,Socializing,4.424391628
Stressed,2,7,4,62,Male,Morning,Work,Sunny,Exercising,4.453916148
Relaxed,2,9,1,20,Male,Morning,Home,Rainy,Working,6.021851582
Anxious,2,10,2,62,Female,Afternoon,Outdoors,Sunny,Exercising,3.862437669
Happy,4,7,1,44,Male,Night,Work,Sunny,Socializing,6.310005893
Sad,2,8,4,34,Male,Evening,Outdoors,Cloudy,Relaxing,5.504697386
Stressed,2,10,3,32,Male,Afternoon,Home,Snowy,Socializing,5.283515898
Sad,4,2,3,32,Female,Night,Work,Snowy,Working,5.164487484
Relaxed,5,6,2,52,Female,Morning,Public Space,Rainy,Exercising,5.644013326
Happy,5,5,4,43,Male,Evening,Outdoors,Snowy,Working,6.640911661
Happy,4,4,2,45,Male,Evening,Work,Rainy,Working,5.926914956
Sad,5,7,4,36,Female,Night,Outdoors,Sunny,Exercising,5.14830194
Relaxed,2,1,2,60,Male,Evening,Outdoors,Snowy,Working,5.27002052
Stressed,2,1,1,59,Male,Evening,Home,Cloudy,Socializing,4.407292181
Sad,1,8,2,28,Female,Afternoon,Work,Cloudy,Working,5.167056007
Relaxed,5,5,5,21,Female,Morning,Public Space,Cloudy,Working,6.479358155
Happy,3,10,2,32,Female,Afternoon,Work,Sunny,Working,6.909809771
Anxious,2,6,2,46,Male,Evening,Home,Rainy,Socializing,3.816796628
Happy,4,4,3,26,Female,Morning,Public Space,Rainy,Working,6.569846292
Anxious,3,10,4,19,Male,Afternoon,Work,Cloudy,Relaxing,4.288609899
Stressed,4,4,3,63,Female,Evening,Work,Rainy,Socializing,4.750239621
Sad,1,4,2,24,Female,Morning,Work,Snowy,Exercising,4.788686621
Sad,5,3,2,20,Male,Morning,Outdoors,Snowy,Working,5.588351211
Sad,1,8,2,25,Male,Afternoon,Work,Snowy,Exercising,5.732611455
Sad,4,8,2,36,Female,Morning,Outdoors,Cloudy,Working,5.448000534
Relaxed,5,9,5,23,Female,Morning,Outdoors,Snowy,Socializing,5.992632751
Sad,3,5,5,49,Male,Afternoon,Work,Cloudy,Working,5.227451583
Anxious,5,2,3,34,Female,Evening,Work,Snowy,Exercising,4.40596952
Happy,2,1,3,55,Male,Afternoon,Outdoors,Cloudy,Socializing,5.850288635
Relaxed,3,2,3,58,Male,Morning,Work,Cloudy,Socializing,5.919652514
Anxious,2,2,3,25,Male,Evening,Home,Snowy,Socializing,4.009255756
Happy,1,2,1,55,Male,Evening,Home,Sunny,Relaxing,6.094894676
Happy,4,2,1,26,Female,Afternoon,Outdoors,Sunny,Working,6.596530946
Anxious,3,9,3,29,Female,Morning,Outdoors,Cloudy,Exercising,4.789303783
Relaxed,2,5,1,52,Female,Afternoon,Public Space,Rainy,Exercising,5.911502794
Sad,3,1,3,41,Male,Evening,Public Space,Cloudy,Exercising,4.755665095
Sad,2,4,1,44,Female,Afternoon,Work,Cloudy,Socializing,4.651849738
Sad,5,5,4,18,Male,Night,Public Space,Rainy,Relaxing,5.5161942
Sad,1,5,5,58,Male,Afternoon,Public Space,Rainy,Socializing,5.218424151
Stressed,2,10,2,49,Male,Evening,Home,Sunny,Exercising,4.835760813
Happy,2,4,3,19,Male,Afternoon,Work,Rainy,Exercising,6.770600066
Sad,2,4,5,37,Female,Morning,Work,Cloudy,Working,4.912332515
Stressed,4,7,4,40,Female,Night,Outdoors,Snowy,Working,5.277149642
Happy,1,10,5,40,Female,Night,Home,Cloudy,Socializing,6.432687275
Sad,5,9,2,21,Male,Night,Home,Sunny,Relaxing,5.720028213
Relaxed,3,5,5,43,Female,Morning,Public Space,Rainy,Socializing,5.476451068
Relaxed,3,3,1,55,Male,Morning,Public Space,Snowy,Working,5.772328703
Relaxed,2,7,2,23,Female,Night,Home,Snowy,Relaxing,5.843957655
Sad,5,6,4,41,Female,Afternoon,Work,Rainy,Working,5.801336007
Anxious,2,3,2,49,Male,Afternoon,Work,Sunny,Socializing,3.932809903
Happy,5,3,5,34,Female,Evening,Home,Snowy,Exercising,6.43740937
Happy,4,4,1,48,Female,Morning,Home,Snowy,Working,6.653775548
Sad,1,7,3,44,Male,Morning,Public Space,Sunny,Exercising,4.80518188
Stressed,5,9,5,62,Female,Evening,Work,Cloudy,Exercising,4.841399914
Anxious,3,8,5,64,Male,Night,Work,Snowy,Relaxing,4.773460598
Relaxed,2,2,4,52,Female,Afternoon,Home,Sunny,Exercising,5.30197747
Anxious,2,2,4,35,Female,Evening,Work,Cloudy,Working,4.156769175
Relaxed,1,7,5,29,Male,Afternoon,Outdoors,Cloudy,Relaxing,6.315639298
Sad,3,10,5,59,Male,Evening,Home,Snowy,Exercising,5.218510542
Sad,5,9,5,18,Female,Afternoon,Work,Snowy,Exercising,5.672256473
Stressed,2,7,3,27,Male,Afternoon,Outdoors,Rainy,Socializing,4.787654025
Happy,1,4,2,27,Female,Night,Public Space,Cloudy,Relaxing,6.564884578
Relaxed,5,8,4,21,Male,Night,Home,Cloudy,Exercising,5.759211886
Happy,1,9,5,54,Male,Evening,Public Space,Snowy,Exercising,6.278915997
Relaxed,1,5,3,63,Male,Evening,Public Space,Rainy,Relaxing,5.825946213
Stressed,2,7,4,59,Male,Morning,Work,Cloudy,Socializing,4.736954239
Sad,3,7,1,61,Male,Evening,Work,Rainy,Working,4.737170239
Stressed,3,4,1,32,Female,Evening,Work,Rainy,Exercising,5.149471828
Sad,2,5,1,54,Female,Evening,Home,Snowy,Relaxing,5.401799094
Anxious,4,8,3,48,Female,Evening,Public Space,Snowy,Relaxing,3.989742924
Anxious,2,3,4,28,Male,Night,Work,Sunny,Working,4.801655232
Anxious,5,3,2,42,Female,Afternoon,Outdoors,Snowy,Socializing,4.329303726
Sad,4,6,3,43,Male,Morning,Outdoors,Snowy,Working,5.824037814
Sad,4,2,5,46,Female,Afternoon,Home,Rainy,Relaxing,5.325183528
Happy,5,7,4,48,Male,Night,Home,Snowy,Socializing,6.697083949
Sad,1,8,4,23,Male,Afternoon,Work,Snowy,Exercising,5.506526149
Sad,4,6,2,23,Female,Afternoon,Public Space,Rainy,Working,5.132632918
Sad,5,8,1,48,Male,Morning,Work,Sunny,Socializing,5.400737673
Sad,5,7,4,63,Male,Morning,Home,Rainy,Exercising,5.846491977
Relaxed,4,7,5,18,Female,Evening,Outdoors,Sunny,Relaxing,5.924412976
Happy,5,10,1,52,Male,Evening,Outdoors,Sunny,Exercising,6.682336696
Happy,4,10,2,61,Female,Morning,Work,Rainy,Socializing,6.334519154
Anxious,1,5,1,38,Female,Night,Public Space,Cloudy,Socializing,4.121999696
Stressed,4,10,5,39,Male,Evening,Public Space,Sunny,Socializing,5.267009611
Relaxed,3,7,5,32,Male,Afternoon,Public Space,Snowy,Socializing,5.878978024
Stressed,5,2,3,49,Male,Morning,Public Space,Snowy,Working,4.927768204
Stressed,3,8,2,52,Male,Night,Outdoors,Snowy,Exercising,4.974756752
Anxious,5,7,5,46,Male,Afternoon,Outdoors,Rainy,Exercising,4.964187463
Happy,3,7,3,51,Female,Afternoon,Work,Sunny,Relaxing,6.047118835
Stressed,2,7,3,41,Male,Evening,Outdoors,Snowy,Relaxing,4.403207795
Happy,4,1,5,49,Male,Night,Home,Cloudy,Working,6.594767297
Happy,5,8,2,30,Male,Morning,Public Space,Sunny,Exercising,6.861638281
Happy,1,8,4,28,Male,Evening,Public Space,Rainy,Socializing,6.539033896
Relaxed,5,1,3,60,Female,Morning,Home,Rainy,Relaxing,5.301106114
Happy,4,4,4,50,Male,Morning,Work,Cloudy,Socializing,6.784347516
Sad,5,5,5,22,Female,Night,Work,Rainy,Exercising,5.474393032
Happy,4,9,4,48,Female,Night,Work,Rainy,Relaxing,6.298856036
Stressed,3,7,3,18,Male,Evening,Home,Snowy,Relaxing,5.417852896
Happy,4,6,4,21,Male,Night,Work,Rainy,Exercising,6.249306399
Happy,5,9,3,54,Male,Evening,Work,Cloudy,Working,6.845348377
Relaxed,4,3,3,31,Female,Afternoon,Outdoors,Snowy,Socializing,5.854976647
Stressed,4,1,2,60,Female,Morning,Public Space,Rainy,Socializing,4.694852538
Stressed,5,1,5,62,Male,Night,Work,Sunny,Exercising,5.092421259
Stressed,4,2,5,44,Male,Morning,Home,Sunny,Working,5.156421327
Happy,5,5,2,59,Female,Afternoon,Work,Sunny,Working,6.565598773
Anxious,3,4,2,53,Female,Afternoon,Work,Sunny,Relaxing,4.472821047
Relaxed,5,8,3,59,Male,Morning,Home,Cloudy,Exercising,5.477297693
Happy,5,3,2,45,Male,Evening,Outdoors,Snowy,Exercising,5.997901307
Relaxed,5,4,5,33,Female,Night,Home,Cloudy,Relaxing,6.240900237
Happy,5,3,3,35,Female,Morning,Work,Cloudy,Socializing,6.031605624
Relaxed,5,4,3,39,Female,Afternoon,Public Space,Snowy,Socializing,5.837879931
Sad,2,8,1,47,Female,Night,Work,Cloudy,Working,5.085467444
Stressed,2,5,2,57,Female,Evening,Home,Sunny,Relaxing,4.739207754
Sad,2,4,1,35,Male,Afternoon,Home,Rainy,Working,5.441632291
Relaxed,4,2,3,28,Female,Evening,Home,Rainy,Exercising,5.3380591
Happy,4,5,1,45,Female,Morning,Home,Rainy,Working,5.772786247
Happy,5,4,1,48,Female,Afternoon,Home,Cloudy,Exercising,6.110254543
Relaxed,4,10,5,53,Female,Afternoon,Outdoors,Cloudy,Relaxing,5.867329858
Sad,5,3,3,27,Female,Evening,Public Space,Rainy,Exercising,5.472639433
Happy,3,5,3,25,Male,Afternoon,Work,Cloudy,Working,6.59900549
Happy,2,3,3,42,Female,Morning,Work,Rainy,Socializing,6.487291605
Anxious,5,2,5,58,Male,Evening,Work,Sunny,Relaxing,4.173432226
Anxious,5,4,5,19,Male,Morning,Public Space,Snowy,Socializing,4.883363405
Stressed,3,3,3,50,Female,Night,Public Space,Sunny,Socializing,4.333555556
Relaxed,3,7,4,48,Female,Morning,Public Space,Cloudy,Relaxing,5.523672911
Sad,1,9,1,59,Male,Afternoon,Outdoors,Cloudy,Socializing,5.455401009
Sad,2,8,3,61,Male,Afternoon,Public Space,Snowy,Socializing,5.536530197
Happy,2,6,3,36,Female,Night,Work,Snowy,Working,6.156822757
Anxious,5,9,1,60,Female,Afternoon,Outdoors,Snowy,Relaxing,4.055540147
Stressed,2,6,2,51,Male,Night,Home,Cloudy,Working,4.91067507
Stressed,5,4,3,55,Male,Night,Public Space,Snowy,Working,4.735986388
Anxious,2,5,5,57,Male,Evening,Outdoors,Rainy,Socializing,4.676321249
Sad,2,8,2,57,Male,Morning,Work,Cloudy,Relaxing,5.528630017
Relaxed,1,1,4,56,Female,Evening,Outdoors,Sunny,Exercising,5.51113768
Stressed,2,4,4,33,Female,Afternoon,Work,Cloudy,Exercising,4.372266612
Happy,5,8,3,51,Female,Night,Public Space,Snowy,Working,6.852650084
Stressed,4,8,2,55,Male,Afternoon,Work,Rainy,Exercising,5.270620081
Stressed,2,7,5,25,Female,Night,Work,Cloudy,Working,5.133701112
Happy,5,7,5,49,Male,Morning,Work,Rainy,Socializing,6.512443765
Stressed,4,9,2,47,Female,Night,Public Space,Cloudy,Exercising,5.307571181
Sad,2,3,4,35,Male,Evening,Public Space,Cloudy,Socializing,5.560822083
Anxious,5,4,4,35,Female,Morning,Home,Snowy,Socializing,4.837461221
Relaxed,3,10,3,25,Male,Morning,Home,Cloudy,Working,5.60592095
Sad,4,5,5,37,Female,Evening,Outdoors,Snowy,Relaxing,5.398032906
Relaxed,1,2,5,20,Male,Night,Home,Rainy,Working,5.74789538
Anxious,5,10,4,62,Female,Evening,Home,Rainy,Socializing,4.201645791
Anxious,2,6,4,50,Male,Evening,Work,Rainy,Exercising,4.063524982
Stressed,4,4,4,56,Male,Morning,Public Space,Rainy,Socializing,4.67855177
Stressed,3,7,3,37,Female,Afternoon,Home,Sunny,Socializing,4.75618787
Anxious,3,4,4,45,Female,Night,Public Space,Snowy,Relaxing,4.673607854
Stressed,1,1,1,18,Male,Morning,Public Space,Rainy,Socializing,4.309468993
Happy,1,2,5,33,Male,Afternoon,Home,Rainy,Relaxing,6.725859479
Stressed,3,7,5,23,Female,Morning,Work,Cloudy,Relaxing,4.950536352
Sad,1,5,4,60,Female,Night,Public Space,Sunny,Relaxing,5.534926021
Stressed,1,7,2,58,Male,Evening,Outdoors,Rainy,Relaxing,5.137772122
Happy,2,3,1,31,Male,Evening,Work,Sunny,Socializing,5.860688642
Sad,2,5,4,36,Male,Afternoon,Public Space,Snowy,Exercising,5.241793121
Relaxed,1,9,4,61,Male,Evening,Home,Snowy,Exercising,5.450880712
Anxious,1,3,5,23,Female,Evening,Public Space,Sunny,Relaxing,4.118708025
Anxious,3,2,2,23,Female,Night,Home,Snowy,Relaxing,4.144573505
Anxious,4,1,1,59,Female,Afternoon,Work,Sunny,Socializing,4.064065048
Stressed,5,7,5,60,Male,Afternoon,Home,Sunny,Socializing,4.868260646
Anxious,4,7,3,35,Female,Morning,Outdoors,Rainy,Socializing,4.074428731
Stressed,3,6,4,49,Male,Evening,Public Space,Sunny,Socializing,5.144684035
Stressed,2,4,5,39,Male,Evening,Home,Rainy,Relaxing,4.812680206
Sad,3,3,3,51,Female,Morning,Public Space,Sunny,Exercising,5.149147799
Relaxed,3,1,4,38,Male,Morning,Outdoors,Cloudy,Working,6.077764635
Anxious,1,1,3,42,Female,Evening,Home,Sunny,Relaxing,3.89117346
Stressed,3,9,3,34,Male,Afternoon,Work,Snowy,Relaxing,4.949511202
Relaxed,1,1,2,33,Female,Night,Public Space,Cloudy,Working,5.327486098
Sad,1,1,2,29,Male,Afternoon,Home,Cloudy,Relaxing,4.911932116
Stressed,3,5,4,42,Female,Evening,Work,Cloudy,Exercising,5.039191399
Anxious,2,7,1,57,Male,Evening,Work,Rainy,Socializing,3.954830765
Stressed,4,3,5,26,Female,Evening,Public Space,Sunny,Exercising,5.252951799
Stressed,5,2,4,57,Female,Afternoon,Outdoors,Sunny,Working,5.189326091
Sad,3,1,1,42,Male,Evening,Work,Cloudy,Socializing,5.374258412
Happy,4,3,3,50,Female,Afternoon,Work,Cloudy,Exercising,6.10922053
Anxious,5,2,2,61,Male,Evening,Work,Rainy,Socializing,3.983178133
Relaxed,4,10,3,47,Male,Afternoon,Public Space,Sunny,Working,6.455850833
Anxious,5,1,1,54,Male,Afternoon,Public Space,Sunny,Exercising,3.731268463
Stressed,5,2,4,34,Female,Morning,Outdoors,Sunny,Working,4.734816281
Stressed,3,7,4,25,Male,Afternoon,Work,Snowy,Exercising,4.576180424
Relaxed,4,7,2,38,Female,Evening,Public Space,Cloudy,Socializing,5.925875482
Anxious,4,9,4,25,Male,Afternoon,Work,Snowy,Relaxing,4.161204773
Relaxed,5,7,4,62,Female,Afternoon,Home,Snowy,Relaxing,6.147732372
Stressed,5,5,5,57,Male,Morning,Public Space,Rainy,Socializing,5.183825874
Relaxed,4,6,2,18,Female,Morning,Public Space,Snowy,Working,5.527377702
Stressed,3,5,4,21,Male,Morning,Home,Sunny,Exercising,4.645295081
Anxious,5,10,4,53,Male,Morning,Outdoors,Rainy,Exercising,4.322935704
Sad,5,10,1,28,Male,Morning,Work,Snowy,Working,5.69817677
Happy,5,10,3,58,Female,Night,Home,Rainy,Working,6.806893727
Anxious,1,10,2,40,Female,Night,Home,Rainy,Working,4.458114488
Stressed,4,8,1,59,Female,Afternoon,Outdoors,Snowy,Relaxing,4.82086681
Relaxed,2,5,5,46,Male,Morning,Outdoors,Rainy,Socializing,5.880965472
Sad,4,2,1,25,Male,Evening,Outdoors,Cloudy,Exercising,5.231992826
Anxious,3,3,2,39,Female,Evening,Outdoors,Sunny,Socializing,4.635574956
Anxious,4,4,2,25,Male,Evening,Outdoors,Snowy,Relaxing,4.59584545
Relaxed,2,3,2,57,Male,Afternoon,Home,Sunny,Relaxing,5.929061119
Stressed,4,5,5,36,Female,Morning,Work,Rainy,Working,4.85487441
Sad,1,3,2,31,Male,Night,Outdoors,Rainy,Relaxing,5.503973651
Relaxed,1,1,4,26,Female,Morning,Public Space,Snowy,Socializing,5.966473104
Relaxed,5,8,5,44,Male,Afternoon,Public Space,Cloudy,Working,5.968400485
Happy,2,10,3,54,Female,Evening,Public Space,Cloudy,Relaxing,6.763629227
Anxious,4,8,2,64,Female,Night,Outdoors,Snowy,Exercising,4.724450664
Relaxed,4,5,3,33,Male,Morning,Work,Sunny,Working,5.902701576
Anxious,3,3,2,47,Male,Evening,Public Space,Sunny,Socializing,3.873920668
Anxious,5,4,1,56,Female,Morning,Public Space,Sunny,Relaxing,4.584702458
Stressed,5,6,4,44,Female,Morning,Outdoors,Cloudy,Working,4.921471474
Happy,2,9,1,36,Male,Night,Work,Snowy,Socializing,6.190117473
Sad,4,3,2,24,Female,Evening,Public Space,Rainy,Relaxing,5.460792601
Anxious,2,9,1,33,Female,Morning,Work,Snowy,Socializing,4.466117828
Anxious,2,9,5,51,Female,Night,Outdoors,Rainy,Relaxing,4.480116275
Happy,3,3,2,49,Male,Evening,Public Space,Cloudy,Relaxing,5.736934773
Anxious,2,5,1,47,Female,Evening,Outdoors,Rainy,Exercising,3.669890809
Relaxed,2,10,3,29,Male,Afternoon,Work,Rainy,Relaxing,5.609277792
Happy,2,5,2,64,Male,Morning,Work,Sunny,Exercising,6.531142347
Anxious,1,6,2,37,Female,Morning,Home,Sunny,Exercising,4.486927324
Sad,3,2,2,28,Male,Evening,Home,Snowy,Exercising,5.040136703
Relaxed,5,10,5,58,Female,Afternoon,Home,Sunny,Socializing,6.399728155
Happy,1,3,5,56,Male,Morning,Work,Rainy,Relaxing,6.197457994
Happy,5,8,4,31,Female,Afternoon,Public Space,Snowy,Working,7.029495558
Relaxed,4,9,4,59,Male,Evening,Public Space,Cloudy,Socializing,6.292244279
Relaxed,4,2,2,32,Male,Night,Public Space,Snowy,Working,5.622449464
Stressed,4,4,5,28,Female,Morning,Home,Cloudy,Working,5.276297016
Happy,2,9,1,28,Male,Night,Home,Rainy,Working,6.761668144
Stressed,3,1,2,61,Female,Night,Outdoors,Snowy,Working,5.114431917
Anxious,4,9,3,25,Male,Evening,Work,Rainy,Relaxing,4.773662558
Anxious,2,9,3,23,Male,Afternoon,Public Space,Snowy,Relaxing,4.747870247
Relaxed,2,7,1,53,Female,Evening,Public Space,Sunny,Socializing,5.833027027
Relaxed,2,8,2,41,Male,Morning,Outdoors,Sunny,Relaxing,5.850744683
Relaxed,4,9,3,22,Female,Night,Outdoors,Cloudy,Relaxing,5.892084877
Happy,3,5,3,46,Female,Morning,Home,Rainy,Socializing,6.347579355
Relaxed,1,1,3,56,Male,Afternoon,Outdoors,Cloudy,Exercising,5.255510085
Happy,2,1,1,22,Female,Afternoon,Work,Sunny,Working,5.649010877
Happy,1,5,5,39,Male,Afternoon,Public Space,Sunny,Socializing,6.265313814
Stressed,5,2,4,31,Female,Evening,Outdoors,Cloudy,Relaxing,5.095117665
Sad,3,1,1,31,Male,Afternoon,Outdoors,Sunny,Working,5.198863909
Happy,1,4,1,45,Female,Afternoon,Work,Sunny,Exercising,6.580291163
Relaxed,1,5,1,49,Female,Evening,Home,Rainy,Working,5.661249762
Anxious,2,1,5,48,Male,Morning,Work,Cloudy,Working,4.031244622
Anxious,3,8,1,55,Female,Evening,Home,Cloudy,Working,4.295244612
Stressed,3,10,2,57,Male,Night,Outdoors,Cloudy,Relaxing,4.875258323
Stressed,4,10,4,46,Male,Morning,Home,Sunny,Relaxing,4.621632693
Stressed,1,3,5,63,Female,Afternoon,Work,Cloudy,Socializing,4.770470957
Sad,2,2,2,30,Female,Evening,Work,Sunny,Relaxing,4.679509204
Sad,5,4,1,51,Male,Evening,Outdoors,Rainy,Relaxing,5.301816729
Anxious,3,7,3,31,Male,Evening,Work,Cloudy,Relaxing,4.746253021
Stressed,5,3,1,35,Male,Afternoon,Outdoors,Snowy,Exercising,4.751200706
Stressed,4,1,4,40,Male,Morning,Public Space,Rainy,Working,5.279619142
Anxious,2,10,1,54,Female,Night,Home,Sunny,Exercising,4.024943826
Happy,5,7,5,64,Male,Night,Outdoors,Sunny,Exercising,6.634477122
Anxious,4,9,3,19,Female,Morning,Public Space,Sunny,Socializing,4.474323288
Stressed,4,6,5,36,Female,Afternoon,Public Space,Rainy,Exercising,4.661187765
Happy,5,8,3,26,Male,Evening,Outdoors,Snowy,Exercising,7.017297569
Anxious,2,3,5,22,Male,Night,Outdoors,Snowy,Exercising,4.168449279
Sad,5,4,3,55,Male,Evening,Home,Snowy,Working,5.23456082
Happy,5,8,1,30,Male,Afternoon,Home,Snowy,Relaxing,6.334014679
Sad,4,8,1,26,Male,Afternoon,Public Space,Sunny,Exercising,5.838859494
Stressed,4,6,5,49,Male,Morning,Public Space,Snowy,Working,4.528680779
Happy,2,8,3,60,Female,Night,Work,Rainy,Relaxing,6.46704656
Relaxed,1,10,1,22,Male,Afternoon,Work,Rainy,Exercising,5.538857824
Relaxed,5,8,5,41,Female,Night,Home,Sunny,Relaxing,6.383937927
Relaxed,4,9,1,33,Female,Evening,Work,Sunny,Working,6.033623597
Happy,3,4,3,54,Male,Evening,Home,Snowy,Relaxing,6.647290326
Stressed,5,9,4,54,Female,Night,Outdoors,Cloudy,Relaxing,5.093698478
Relaxed,1,10,3,31,Male,Night,Home,Rainy,Relaxing,5.999528259
Sad,3,8,1,43,Male,Night,Outdoors,Sunny,Exercising,4.868658252
Sad,4,6,2,31,Female,Afternoon,Outdoors,Sunny,Socializing,5.713839689
Happy,5,4,3,20,Male,Afternoon,Work,Rainy,Socializing,6.531951962
Stressed,4,8,3,57,Female,Morning,Work,Snowy,Working,5.330235419
Stressed,4,6,3,25,Female,Evening,Work,Rainy,Relaxing,4.44134137
Happy,5,3,4,43,Female,Afternoon,Work,Sunny,Exercising,5.950656335
Stressed,4,1,4,56,Female,Afternoon,Public Space,Cloudy,Socializing,4.886521018
Happy,3,5,5,51,Female,Night,Public Space,Snowy,Relaxing,6.76234544
Relaxed,2,1,2,32,Female,Night,Work,Rainy,Working,5.722054301
Happy,4,3,1,40,Male,Afternoon,Public Space,Snowy,Socializing,6.58189232
Relaxed,5,9,3,24,Male,Night,Home,Snowy,Socializing,6.442113737
Stressed,4,2,1,22,Female,Evening,Work,Cloudy,Relaxing,5.045735259
Stressed,2,5,1,37,Male,Morning,Outdoors,Sunny,Relaxing,4.98693593
Relaxed,5,8,2,56,Female,Morning,Public Space,Rainy,Socializing,6.402112515
